2.545559012169505697e-02 3.724251915806531255e-02 1.108102744272490038e-02 1.804066554609994391e-02 6.388931285953386441e-02 2.951511769042662325e-01 4.146232283111285499e-02 8.612502659512653869e-02 3.257950866207074553e-02 3.889728498793045830e-01
1.816779141441358242e-02 2.357458254200698461e-02 1.331557589267405584e-01 5.161924718682155827e-02 5.909709460447211404e-02 4.561323453822176827e-02 2.081967150030490099e-01 1.740766748682759935e-01 1.469673183092623514e-01 1.395315826067360931e-01
9.134915432054108164e-02 4.444553710103609639e-02 1.582923947743044846e-01 3.526171851092527176e-01 1.058158200346765061e-02 2.166012372735389921e-02 5.462510988848032906e-02 9.436905759497339619e-02 4.973807128006126066e-02 1.223217842005292766e-01
2.647502989709053095e-02 1.551778471621122479e-01 3.790219012298875340e-02 2.466994784233252774e-02 1.194357785309336367e-02 1.046069033856913445e-02 6.226686032587123165e-01 3.184789540740177310e-02 6.762671364645260474e-02 1.122750447124685851e-02
5.019242286611117487e-01 1.309222714503985134e-02 2.531303998556107271e-02 9.524461923154127485e-02 5.627045612230485716e-02 1.363307424652431508e-02 7.200061963678265620e-02 1.262141540223531144e-02 1.781444810281200275e-01 3.175583854077870111e-02
1.409759620333159713e-01 4.618915295301839058e-02 5.165116756645701801e-02 2.337444804750288541e-01 1.584726085699392564e-02 1.365931064344850232e-01 6.186754614276281095e-02 7.374117958949329144e-02 9.825529017291866063e-02 1.411348537755261756e-01
8.511577029755304502e-02 9.225845186978590129e-02 4.156666599322855760e-02 2.675063032677403863e-01 2.542049587791702092e-01 5.262353548770030282e-02 1.418275965087344680e-02 7.297113306604181837e-02 1.093521436016865189e-01 1.021827798621969055e-02
1.922086641255173894e-02 1.959184537922486202e-01 4.904319019301435489e-02 6.602634954455294247e-02 1.987230349447502153e-01 5.564580766580887183e-02 1.438232089808025478e-02 1.185614976528193421e-01 4.430827253815483591e-02 2.381702063580188600e-01
1.036221742802428958e-02 2.141544024155003223e-01 1.037954643754608781e-02 4.310173184333367796e-02 4.405320258101177999e-02 1.398046099001573964e-02 6.019405179816268714e-02 3.160896458213021676e-01 2.492888776064118850e-01 3.839586307869151394e-02
1.419108832352887761e-01 1.297210205412394068e-01 1.066707868894962476e-02 1.000797542207909445e-02 1.000805947280750466e-02 1.816322150051668805e-01 2.519920065831903616e-02 4.649727860395789225e-01 1.124358059498527761e-02 1.463720034158549031e-02
6.645989293336974912e-02 3.694850124425571591e-01 2.720724483872734301e-02 1.574952856988260860e-02 1.715674681189692172e-02 1.258148760668960642e-01 2.374590751381338571e-01 8.351393242555721352e-02 4.282970026780448525e-02 1.432399050517471281e-02
1.446210004228788981e-01 2.046253116151410673e-02 3.393431634654866386e-02 2.783767701742664163e-02 1.932904892888230863e-01 3.344834152691469886e-01 3.330901349850703963e-02 1.908847636717175833e-01 1.004315818601942897e-02 1.113363513741779352e-02
1.309569865656396576e-02 3.861596686518883881e-02 7.728122917646004786e-02 9.726020186778257248e-02 1.861044812650508307e-01 1.164514856564598938e-01 1.707321209579424140e-02 1.303303447350622202e-01 9.050840783626908082e-02 2.332789718453683603e-01
1.110594089859275740e-02 5.745454144901208232e-02 1.403598566407566473e-01 2.242921081670242733e-01 4.547900542381992373e-01 1.002557665994754238e-02 1.127994674814330675e-02 1.091635021711428143e-02 6.503251454666050813e-02 1.474311043454946783e-02
1.319416318519298775e-02 1.061772506314919741e-02 1.393226084404208254e-01 3.883980094315744314e-01 3.915345209614451427e-02 1.229609308450365646e-01 6.522119219910689492e-02 1.247256951968648830e-01 5.543051217061538416e-02 4.097571137189427726e-02
2.058983070393465009e-02 4.656742398437355157e-02 1.043090895400504078e-02 1.568290183504652407e-02 7.553809243263372164e-02 2.554993975241233173e-01 2.807662846390924782e-01 2.603161920154255515e-01 2.453288628541671137e-02 1.007608162594842913e-02
1.852683988423292349e-01 1.853426025535649668e-01 1.212267485854546523e-01 4.126084353964247498e-02 1.258311754172829894e-02 5.064788373527546322e-02 1.420747167195597800e-02 6.265114930708561014e-02 1.020012656373356918e-01 2.248105185856277832e-01
1.152011654233192454e-02 8.473647956629432043e-02 6.028052038663527235e-01 1.202949011309002308e-01 1.000085000650320806e-02 5.127727606497815144e-02 1.011130579438799561e-02 5.513629690796267857e-02 4.342136008698966460e-02 1.069621003329934879e-02
4.411533668726299456e-02 4.144750683120649454e-02 1.441601731820814636e-01 2.197377414141536700e-02 6.439251086243945321e-02 2.054575227083561134e-02 1.183803479997088404e-01 3.463473577127627046e-01 1.831072083915556148e-01 1.553003192073164687e-02
1.612932677768624812e-02 1.150329315208735020e-01 4.334568306777637769e-02 2.371273565090650792e-01 2.827449937090589782e-02 1.023810820875418852e-02 1.052375763711270278e-02 1.191650432682479603e-02 4.656136479968269182e-01 6.179818458417430521e-02
1.862907413332338113e-01 1.814094559297991238e-01 8.411785507837754583e-02 2.728547260211064418e-01 6.195805604891549412e-02 1.137270628434654263e-02 1.289713097448458821e-02 4.860227917741877929e-02 1.175961358254433986e-01 2.290091332687421710e-02
3.166530770539730533e-01 1.487642249932694671e-01 1.614211119233927016e-02 2.238598605655847673e-02 1.091915569572712158e-02 1.000995426465477352e-02 3.498944129357506316e-01 1.416343884677927732e-02 5.368979699980915704e-02 5.737784196113884794e-02
2.543237760734091135e-01 1.094277357237445278e-02 2.385962637250413076e-01 1.562473594714124114e-02 1.367020607920142392e-02 5.552115586694162525e-02 1.314079483878672350e-01 2.355436757941026249e-02 2.012177087848550372e-01 5.514106398375834273e-02
1.202136574139298780e-01 1.537403701275459056e-01 7.946118881002696421e-02 1.575171743624547982e-01 1.784360738323870210e-02 1.844130262416074917e-01 2.093464859068433492e-02 1.451069643491599004e-01 6.591669203920202946e-02 5.485267068214996072e-02
1.878382112976273721e-01 3.180893490858045097e-02 1.210057569359089952e-01 3.903297628524188961e-02 4.484209387911840955e-02 1.769109716418931222e-01 6.078778007137079775e-02 2.537101351006423866e-01 2.606043056065346364e-02 5.800270931896316789e-02
3.436218455401273131e-01 2.137155207846635763e-01 7.216680253224314057e-02 3.641179742928189050e-02 2.723419205930629333e-02 1.436799826178604134e-01 1.156496227718182938e-02 4.462870616593529044e-02 1.161972964110437150e-02 9.535646095229584340e-02
2.251767531236734815e-02 1.467631995347001006e-01 8.976251611113582329e-02 2.376096645427669407e-02 1.105997526806099113e-01 7.844294770372556291e-02 1.826327539929293794e-02 1.330559771987295178e-02 1.834262245601968322e-01 3.131578445238217823e-01
4.645927364143979249e-02 1.123135634800103040e-02 5.046277452512803324e-02 4.268643160665110819e-02 3.143399438105675125e-01 4.597476727067111857e-01 1.418722302502347168e-02 2.328493018783352533e-02 1.727881121469616518e-02 2.032158293394829840e-02
9.441017457995572182e-02 2.766984402545309973e-01 1.468591209412982435e-02 1.817948742743663582e-02 1.101975414887204976e-02 4.677837494852655348e-02 3.354899492734950139e-02 1.781280334803655996e-02 3.176227585322465852e-01 1.692432997389154703e-01
1.039065169215087903e-02 5.945573227475447337e-02 1.004074653123373205e-02 2.344418677413100116e-02 3.289763084582805752e-02 6.489114687551691962e-02 1.760432647619223911e-01 2.557018914152185407e-01 5.175930210818904809e-02 3.153754467210549417e-01
5.922369200893111418e-02 9.210950964817900266e-02 1.240180160601583696e-02 3.144546319787242666e-02 1.000214953101544700e-02 1.516683309044401448e-02 1.068568708133129340e-02 6.041223851715386839e-02 3.597756002628365452e-02 6.725750652927733331e-01
2.124151479998386688e-02 1.363864961168638132e-02 3.239281291634734522e-02 1.036952960062306230e-02 1.511766456154890921e-02 8.331854539623233247e-02 7.913786801504194002e-02 1.427065041757974717e-01 3.838699368840574333e-02 5.636899172343328157e-01
1.646003940519741304e-02 3.175879646326548039e-02 1.954014990715224886e-01 5.225637733200953761e-02 1.443888472846392712e-01 5.171028311365746116e-02 1.759369270973727001e-02 1.600431491682177340e-02 4.232768302122842941e-01 5.114931949086509028e-02
1.399970623776163048e-01 5.268114087662992273e-02 6.586047039254008806e-02 2.840770796846821961e-02 4.185306209616758422e-02 1.006498390511028490e-02 1.859895030831856810e-01 2.863188597802419633e-01 6.547420493124150864e-02 1.233530045887984289e-01
1.347798619002182202e-02 1.186707641235430245e-02 4.871706448301930253e-02 1.498201279901550942e-01 2.047089023033529520e-01 2.108364289158271565e-01 1.275678753476597593e-01 1.730750259715504169e-01 1.161122021022451684e-02 4.831829217583463731e-02
1.323829484232691596e-02 9.874129303611807462e-02 8.034208825823409283e-02 1.080222311255927582e-02 2.355750560125793522e-02 2.156945909767687963e-02 2.274203073647663997e-02 4.556642440811334849e-01 1.682683034061188410e-01 1.050745578280977699e-01
2.997341161771853446e-02 2.409837704001143999e-01 1.101846562466904725e-02 3.124347560917124095e-02 2.011798852772094665e-02 1.073485879369272776e-02 2.437961678558246692e-02 1.932167614430924801e-02 7.187562835457997346e-02 5.403511081424413609e-01
7.161419884295179561e-02 1.300072487280929008e-02 1.256441191441789486e-02 4.553755692877923394e-02 5.799446204171523345e-01 1.519583285096667014e-01 3.920234856108159582e-02 1.117490289222313610e-02 4.424355359234640600e-02 3.075935346857164993e-02
1.020279329717592165e-01 1.334245568087772393e-01 5.908003259310727617e-02 2.091088682650274755e-01 3.822027211132054958e-02 1.961140640962185655e-01 1.244650008405774333e-01 3.332379243842576583e-02 9.045567014225784630e-02 1.377980973252881762e-02
2.188464222741583198e-01 5.328308113197222778e-02 2.360634443703623353e-01 2.066613415239254292e-01 4.989751288356539943e-02 5.083407113716278958e-02 2.850826550861759040e-02 6.762851781767141579e-02 7.647733139858711726e-02 1.180001195397749163e-02
1.503300408601757066e-02 7.084276646532286503e-02 2.123708970977727095e-01 1.873281223939543272e-01 4.853206312072966960e-02 2.221075530382287944e-01 1.363428895128183937e-02 9.289994055023166608e-02 7.843429978867469399e-02 5.881706450778600992e-02
4.134535099688804727e-02 1.038128034518341625e-02 3.102391539082438032e-01 1.200247268023212355e-01 1.095034860225095087e-02 1.357516097786791442e-02 2.938065326872899563e-01 2.969813175672789823e-02 1.132401558052958945e-02 1.586552983426971764e-01
4.640342855029576663e-01 1.209524299930791330e-02 1.683460301913471124e-01 2.364571188676527908e-02 6.138284970990557504e-02 1.131545981949023429e-02 1.186151491303489951e-02 3.026298441820760021e-02 1.586949625833427580e-01 5.836095797564118393e-02
1.101877777429889488e-01 1.034186632098601927e-01 4.931578252882422575e-01 3.752747500104168521e-02 9.393514520476402285e-02 3.326473258371733660e-02 1.009019781961537077e-02 1.008356928319262963e-02 9.709170071041571537e-02 1.124291315616172612e-02
9.003165140752958373e-02 9.397196280115331646e-02 1.445624884121344822e-01 5.292392260974231738e-02 5.353798974149777401e-02 2.795235850382996601e-01 1.355670607190363197e-01 6.504892869879536077e-02 6.252700204620488533e-02 2.230540852560622400e-02
